Type,Roll Speed [rpm],Rolling Torque [Nm],Roll Wear [min],Ambient Temp [K],Mill Process Temp [K],TWF,HDF,PWF,OSF,RNF,Power [W],Temp Diff [K],Probability
L,1071.7860633723485,46.51786644221272,170.55207658994968,309.4395721107364,308.1566662949059,0,1,0,0,0,5221.03387449639,-1.2829058158304747,0.9947803688957585
H,1845.743306635341,76.45258670234605,264.6196196000503,309.1771051479009,310.76873905267433,0,1,1,1,0,14777.198395416886,1.5916339047734596,0.9999472561635305
H,1113.8427488741359,53.34860395984983,228.76830584010506,308.23592001245254,304.1846442136638,0,1,0,0,0,6222.652647879827,-4.051275798788765,0.9986901588751844
M,2568.3191095936268,61.18405486928041,166.59214686363362,308.87780177413305,311.4040527595203,0,0,1,0,0,16455.68088874519,2.5262509853872643,0.9962468851062815
L,1352.3189929653868,25.75631114594838,110.05053498953104,306.59017240120534,306.56922175150936,0,1,0,0,0,3647.4674798801743,-0.020950649695976153,0.9687932337585868
H,1724.9054641363664,77.09932332198944,175.17158546013007,305.97702620495085,312.33139072229125,0,0,1,1,0,13926.580129583608,6.3543645173404,0.9998097318554512
L,2556.569854507729,45.69226055170016,264.1927446764975,296.91722517205295,307.94182798740866,0,0,1,1,0,12232.88593716927,11.024602815355706,0.6191429111008045
M,1873.2135189480136,55.670877213705026,239.0549610813,307.62717079142186,305.6334435047455,0,1,1,0,0,10920.53627977218,-1.9937272866763465,0.8566029415866574
H,2026.8021871857502,76.9279003695435,66.50416401261386,306.569707520183,313.32410283401606,0,0,1,0,0,16327.656736635996,6.754395313833072,0.9996699277025605
M,1353.2168459323711,66.10008775473024,26.10699599007837,307.61114092775733,307.02100119287905,0,1,1,0,0,9366.946713436591,-0.590139734878278,0.9964795382214242
L,1159.2491569433505,67.9289651033514,243.50293599071958,304.83005349376816,314.4387730244821,0,1,0,1,0,8246.32420020894,9.608719530713927,0.997675978377554
L,2789.89290604253,40.09931041223895,273.0442288059885,306.45901459964983,313.15866044796644,1,0,1,0,0,11715.290299603195,6.699645848316607,0.692268873162615
L,1627.8067053757145,76.59877506614546,10.523746002420475,301.10884757008483,304.9453076514539,0,1,1,0,0,13057.296792455825,3.8364600813690686,0.9985816679085094
L,1200.3533693466454,76.41328246709054,89.52034556113648,304.07274265042514,312.7417006808407,0,1,1,0,0,9605.203927936718,8.668958030415581,0.9729041933877117
H,2555.0943439889656,71.0323258788894,133.31728010550142,295.7812197771742,302.28327610428005,0,0,1,0,0,19006.038033090113,6.502056327105834,0.9998545085618539
H,1809.8699873091678,76.59029799076832,30.814110596337237,307.5592222663289,308.92274365872106,0,1,1,0,0,14516.093453714844,1.3635213923921583,0.9989533326395774
M,2654.794536169179,75.77711603178416,217.598018012578,306.0777325598574,313.0722735698106,0,0,1,1,0,21066.75311698009,6.9945410099531955,0.9999591461638578
H,1024.2883607158535,45.93301127987195,62.89153853317068,300.49697185334253,300.5121307598241,0,1,0,0,0,4926.922983832717,0.01515890648158802,0.9847868954548944
H,1095.2000678439067,27.927609767259657,28.765960215796,301.3226096366028,307.41892481979926,0,1,0,0,0,3202.9919521214124,6.096315183196452,0.9569721329725085
M,2058.6326447598694,68.2086382263851,82.88751664883551,296.5877521481296,302.7353120931693,0,0,1,0,0,14704.384563828935,6.1475599450396885,0.9938153975004552
M,2067.1762266241976,73.95170733529032,40.46798694834539,298.0551484713119,313.27721022001936,0,0,1,0,0,16008.635814462818,15.22206174870746,0.999629997604644
M,2457.527665132139,62.588409053234884,30.41909880354961,298.8542043522193,311.67040953724535,0,0,1,0,0,16107.233175505873,12.816205185026035,0.9610254622017022
H,1114.8339561155406,43.58836191258449,102.52488657361596,308.2265051719933,313.8715776983555,0,1,0,0,0,5088.729365188979,5.645072526362185,0.9983193936981627
M,2361.909761373305,26.491667371336597,262.361112665866,303.86330131058986,300.0098753284575,1,1,1,0,0,6552.412232575818,-3.8534259821323644,0.7660772311324139
M,1345.5653957946286,74.98604754679687,67.57149078050928,295.0040657275015,306.4035578218941,0,0,1,0,0,10566.079903669946,11.399492094392599,0.9995016593138568
M,1318.4565862967006,59.93849590086299,96.46457452522051,305.67840370274706,310.1906164854323,0,1,0,0,0,8275.615275484633,4.512212782685253,0.9977095947974682
M,1497.332680603667,56.071537905620104,223.4745727790085,299.5259109416718,309.7336427523134,0,0,0,0,0,8792.034618042564,10.207731810641633,0.9001330404674228
M,1109.5176262565656,73.42771193290145,30.08680905566825,308.26882534821556,308.94026777862393,0,1,0,0,0,8531.449402130065,0.6714424304083764,0.9982936966416518
M,2104.030489279013,71.54358834048026,78.24604745233513,302.40903208900306,302.6731777513032,0,1,1,0,0,15763.453342642093,0.26414566230010905,0.9995433582333094
L,1368.9850497272814,28.99974428462484,36.80553653840056,307.67153383376973,301.9004241275424,0,1,0,0,0,4157.396936627856,-5.771109706227321,0.9875289904912579
L,1936.6593010803886,78.56229503815439,78.96201685264167,295.2943937143036,307.12060576143455,0,0,1,0,0,15932.94312700188,11.826212047130923,0.9996113870473696
H,1118.0531390316182,40.535910543010594,279.8419948980624,306.0398163032528,304.938081364276,1,1,0,0,0,4746.0356498792025,-1.10173493897679,0.965984703308222
L,1298.6738165193137,33.551327182216255,180.92974755041962,297.5036316033686,302.5838614887904,0,1,0,0,0,4562.873268290361,5.0802298854217725,0.9905795671330792
H,1054.04753626405,68.97992338292616,279.25407739856576,301.06704932177274,311.1343059413998,1,1,0,1,0,7613.976342901993,10.067256619627074,0.9986458206815944
M,1488.0574714010404,62.679970450251055,173.14184211703994,297.7897544622907,311.9115172294344,0,0,1,0,0,9767.357993381962,14.121762767143707,0.9888600159131902
L,1815.7108391361426,59.4267599132125,76.9410601749469,295.3614095161132,302.82534897432663,0,0,1,0,0,11299.451341038894,7.463939458213417,0.6574057148066663
M,1477.0118314596234,68.16468431082731,8.66563751900468,301.0565901356374,302.05606034632297,0,1,1,0,0,10543.18968033035,0.9994702106855584,0.9932224202951366
H,1644.6891078165572,65.92837531677273,6.431387602175338,304.0176033452498,304.3384236440999,0,1,1,0,0,11354.939058446345,0.32082029885009433,0.968743259078853
L,1498.0407024361032,67.29277360255765,217.00733242085676,296.5452509040567,309.0299668521961,0,0,1,1,0,10556.51721922364,12.48471594813941,0.9989081891849999
M,2671.6736627101272,62.946953620933584,9.91052206076585,296.028790089942,301.5063474345119,0,0,1,0,0,17611.110580857192,5.477557344569902,0.9719042550150092
L,1300.8966963946837,74.96021525586053,93.15557096661216,308.88964707062996,312.2198702678348,0,1,1,0,0,10211.79890205885,3.330223197204816,0.9997791189096648
M,1304.2693343837466,38.7552732359368,163.04861523860964,309.43395872203877,313.088942278713,0,1,0,0,0,5293.302388782832,3.6549835566742104,0.9879532382102196
H,1133.034960800423,50.46926160962953,106.43753185977708,308.0961007378579,307.55773990309416,0,1,0,0,0,5988.235608499179,-0.5383608347637505,0.9955707281393379
M,1188.0925526884655,44.653962059842485,273.7986398385957,301.9303311765107,305.3523154874982,1,1,0,0,0,5555.701333207473,3.4219843109874546,0.9884367724805573
L,1059.2955814035809,20.84825683210799,9.452040777072618,307.78210734366274,309.13768421151076,0,1,0,0,0,2312.679907305543,1.355576867848015,0.9100112948502543
L,2325.108582302314,73.07155367755601,16.539291803413754,309.8496097005123,304.04614877153443,0,1,1,0,0,17791.81273263487,-5.80346092897787,0.9996448579616262
L,1360.9332844086548,27.175057789398988,56.754018399146105,306.6985458998775,308.97525985771375,0,1,0,0,0,3872.8968484888856,2.2767139578362503,0.8854388110443978
H,1327.2330340484805,42.993142483891134,140.20889986211506,304.977256337774,310.5058251016289,0,1,0,0,0,5975.51017828228,5.528568763854878,0.9936789217051776
L,1631.3597499837674,63.06149331292258,78.29268611414228,303.3208253886963,310.4039996973418,0,0,1,0,0,10773.147639024555,7.083174308645539,0.9528365996436895
L,1729.2639980521997,71.4973405738784,268.2788282228557,301.2776081553423,303.82170253341593,0,1,1,1,0,12947.317732118947,2.5440943780736234,0.9999039244993062
M,1108.9845828443563,44.923160398166885,129.43688094353956,302.45252437049845,301.59391984823276,0,1,0,0,0,5217.043145333527,-0.8586045222656935,0.9955102807886995
L,1188.6991997231567,65.98592293912253,188.96698695684682,306.93777080472853,312.64096989870956,0,1,0,1,0,8213.946764384547,5.703199093981027,0.9982607877857964
L,1304.8964277227997,62.329435733789246,65.22900013055259,304.3104050573987,303.5209046677095,0,1,0,0,0,8517.219808041384,-0.7895003896892376,0.9972280066385126
H,1058.859805187098,47.156026854841,253.4771241220825,308.48183355146375,313.08336338342286,1,1,0,0,0,5228.827166669088,4.6015298319591125,0.9991969107864315
L,2021.2885645851443,61.13201024840799,106.46601730085182,295.90619780363505,303.7529188368598,0,0,1,0,0,12939.741910692943,7.846721033224753,0.8397794321229395
M,2108.867358688559,75.38701358740808,89.53105110765722,308.56559544511003,301.5563125275121,0,1,1,0,0,16648.47361267114,-7.009282917597943,0.9994872774595162
H,1339.2559321142521,39.22891150526795,238.66549965989617,299.36741089577896,302.7733283765492,0,1,0,0,0,5501.719626502604,3.405917480770256,0.8577744109477933
M,1181.7470858285599,30.34293913166401,44.773793633515666,299.7837582206935,303.9724058269223,0,1,0,0,0,3755.007457692057,4.188647606228756,0.9732450442180832
L,1181.8030522137603,47.152971366603296,158.8094056948609,308.8173310252769,311.7755218775427,0,1,0,0,0,5835.563382389382,2.9581908522657727,0.9984260494830534
L,2786.0580996744347,77.32893307767239,261.8683461560298,304.1994228919341,314.1352880340434,0,0,1,1,0,22561.1277658983,9.935865142109321,0.9999799619126475
L,2010.3573444747258,62.89098898303044,146.40324152052256,296.85029995509893,300.1489681635362,0,0,1,0,0,13240.07066605447,3.2986682084372774,0.9725174611487638
H,2313.3514459222533,77.52090003285007,2.722190430749536,304.15191436927233,305.0259247040473,0,0,1,0,0,18779.716869642143,0.8740103347749937,0.9996521490766356
H,1807.5769606367473,62.63357647762809,129.67003213412832,295.69490093813926,309.68713337643544,0,0,1,0,0,11855.848102465201,13.992232438296185,0.9729845833046373
H,2016.4431837815391,63.30046564955522,24.015582612664836,300.1641394970116,306.38158291648944,0,0,1,0,0,13366.617252507964,6.217443419477831,0.9307157569917562
H,2360.3511436194367,53.116203340593486,262.3400952313587,297.1910952829821,313.33811010388456,0,0,1,1,0,13129.01847554751,16.147014820902484,0.9847833380156236
H,1220.7531504446595,58.030153364559276,255.41314412509854,298.35483818584504,308.8736068092287,0,0,0,1,0,7418.399031404836,10.518768623383664,0.6655066317318856
H,1154.8974105783466,68.44285748459019,220.99043782368102,309.4108039330258,302.4220182621828,0,1,0,1,0,8277.51847203557,-6.988785670843015,0.9979060463069518
M,1532.9142509586425,74.48106256032099,72.66903196703142,295.79214298094126,311.61391292407353,0,0,1,0,0,11956.177211885823,15.821769943132267,0.9996584112642769
L,1123.3514345790782,62.12528031864234,70.44985052497466,297.8565744836505,306.2235384666208,0,1,0,0,0,7308.237014592614,8.366963982970333,0.9850151069385513
H,1844.2906341631842,70.77392642898693,257.80262866679567,307.0765465268033,310.2812387901786,0,1,1,1,0,13668.827697104443,3.20469226337525,0.9999393259187535
H,1190.255432920639,22.676682587011758,206.1351973126297,306.13718843078885,303.6127602675868,0,1,0,0,0,2826.4955861516546,-2.52442816320206,0.9969729634274225
L,1759.089071335019,74.5657368915922,84.63759796027088,300.5048775626183,307.7810015451135,0,0,1,0,0,13735.857053704221,7.276123982495221,0.9979109489913705
L,2505.2134767309285,77.89575740542469,48.69971404029282,298.4980165907307,312.24903540609245,0,0,1,0,0,20435.589101742702,13.75101881536176,0.9998215323771231
L,2291.9722776275266,67.61379796275693,1.0064106424840036,298.0054921273951,310.8763408625206,0,0,1,0,0,16228.310549159743,12.870848735125492,0.9961101112822602
L,1190.9863319960302,48.44691438514863,120.20388287075116,307.74397664575423,310.7423636782197,0,1,0,0,0,6042.289329208203,2.998387032465473,0.9985582394397023
M,2440.7790569147237,69.6518551155564,121.00218637496286,302.53845251244735,305.28241574978335,0,0,1,0,0,17802.85989851922,2.743963237336004,0.999931405118987
L,1855.6257208956033,76.17125220851732,59.51242761329758,305.4564024730006,312.5190600590913,0,0,1,0,0,14801.648846614691,7.062657586090722,0.9994651892059883
M,2170.524082428463,61.4943914130775,96.94152649954133,309.30144433241486,314.4590866228983,0,0,1,0,0,13977.47533560204,5.157642290483466,0.9954844461723603
M,2465.0789353124037,62.75708508988057,20.744859821100267,299.7004800920805,304.8827957936448,0,0,1,0,0,16200.26848169679,5.182315701564278,0.9780378079155483
H,1279.5169507790342,76.95167178155852,43.106369329703085,308.8767597578032,309.3507425713732,0,1,1,0,0,10310.808503387994,0.4739828135699895,0.998859702411426
H,2228.7551234034845,64.88268716365135,170.7496819404011,306.3836550400056,304.35419578692387,0,1,1,0,0,15143.274705232547,-2.0294592530817113,0.988616626746628
H,1787.4083807045643,62.89665868719724,251.27809103409825,300.2151099567076,304.0877891647238,0,1,1,1,0,11772.805865759268,3.8726792080162227,0.9982898491778263
L,1442.0483340011024,71.04364625280775,159.2480547815365,296.2311782893762,304.6730942128615,0,0,1,1,0,10728.368398949846,8.441915923485283,0.9986677290220347
H,1484.9705136580558,71.27694686309925,150.89818171706548,303.4993675479893,314.00833989280767,0,0,1,0,0,11083.974976318152,10.508972344818346,0.9999216914590824
M,1388.6681080486699,70.35420982090332,214.8440586849004,297.01972237016224,307.7796689537159,0,0,1,1,0,10230.978435988862,10.759946583553642,0.9997410534746413
H,1653.7523547054948,72.01084748701639,136.3259033568377,297.62411119516906,300.8943686928509,0,1,1,0,0,12470.877569835693,3.2702574976818255,0.9981705283179146
H,1298.3042127544459,69.79563212349528,254.9650728620369,305.8105507313841,300.8338096583628,1,1,1,1,0,9489.281478099429,-4.976741073021344,0.9997436259980528
M,1845.1941926805448,61.426850838774556,211.54458449693365,296.5637690993737,311.85466994821786,0,0,1,1,0,11869.404979452034,15.29090084884416,0.9653325755102785
L,1683.5030454794796,59.82941551356552,54.74344426881882,301.42816738009265,313.6967463597511,0,0,1,0,0,10547.688232779527,12.268578979658457,0.7173880202880811
H,1631.1882067198312,74.38214437345658,106.43252756458362,295.2299567682554,308.40962172167804,0,0,1,0,0,12705.781583595774,13.179664953422616,0.9997145930889434
L,1256.8301558886938,22.78097194783515,182.08122445070072,309.9617192896308,301.84292577167025,0,1,0,0,0,2998.316396196978,-8.118793517960569,0.9930251069551417
M,1837.37666456002,56.89695374702356,258.0025762695936,304.5495086076958,313.14220833419256,0,0,1,1,0,10947.522067533304,8.592699726496733,0.9942492446135988
H,1004.4282200068108,48.506103425841935,67.00218071882055,304.80395194790293,302.82614847259504,0,1,0,0,0,5102.040625420962,-1.9778034753078941,0.9946800231359612
M,1852.1410321791845,65.58531271076745,78.14174712163334,305.2028532315311,309.0529753099783,0,1,1,0,0,12720.648865822253,3.850122078447214,0.9926351728470774
M,2628.4755971029754,53.4971242980618,223.9162867552237,308.5460873275368,304.63159312197575,0,1,1,0,0,14725.26111985613,-3.9144942055610272,0.845168585042445
H,1186.8302424185001,70.795324102523,178.02711035622616,296.0161331566027,309.7411020919753,0,0,0,1,0,8798.766580792459,13.724968935372601,0.9982385771734333
H,2286.116011618289,63.52628150341327,55.05450962204592,300.10887385423104,311.8370589814457,0,0,1,0,0,15208.28764747294,11.728185127214658,0.9150321474768711
L,1489.9056533282064,76.7924713755622,21.585052343894674,298.6716696453974,308.0397786654724,0,0,1,0,0,11981.357601675069,9.368109020074996,0.9998552499082816
L,1420.1931473202071,76.041776978207,30.898340221172532,303.8199474105568,304.18434614571873,0,1,1,0,0,11309.1063417517,0.36439873516195576,0.9962390664413544
H,2398.3868483054575,35.815588457588944,275.971804599632,309.5740626662821,304.5706694166907,1,1,1,0,0,8995.388880403169,-5.003393249591397,0.7581583741830574
L,2552.1423656909374,54.41748571539165,249.30680063160423,299.3685052367007,308.79188093214486,0,0,1,1,0,14543.60218943405,9.423375695444179,0.9863485182180245
M,2064.064625088513,62.06489158731573,8.51200582170998,298.7353698837103,300.75420464121237,0,1,1,0,0,13415.22341862004,2.018834757502077,0.8884352279140347
M,2638.6136502686577,75.60301141159783,157.06211078799168,305.6744875786045,300.444067769754,0,1,1,0,0,20890.244231672634,-5.230419808850513,0.9999687603702289
H,2565.5653545885098,67.56911830449816,0.07766294580404676,305.2832909024875,309.87441410942785,0,0,1,0,0,18153.482553373535,4.591123206940324,0.9987432155923538
M,1226.4937242295057,69.34198905337206,259.45976026172923,309.9693057951438,311.5740016880989,0,1,0,1,0,8906.154881456816,1.6046958929551352,0.9992395110373454
H,1934.9485206990971,72.32712609513277,138.10013202606038,304.72644386495114,308.55050989879857,0,0,1,0,0,14655.452827436231,3.82406603384743,0.9996539694939288
M,2631.469891147662,71.67919467340751,138.27460800139477,299.39884532288715,300.45982283126386,0,0,1,0,0,19752.41222384094,1.060977508376709,0.9999483631617612
H,2601.490580543714,75.32995235025297,175.52718343036557,295.5364940066056,302.88611399073574,0,0,1,1,0,20521.947320106963,7.349619984130129,0.9998912303800004
M,1668.6807472148548,70.56949470084305,9.576786998272677,299.2910285340388,310.6939447587022,0,0,1,0,0,12331.584435927596,11.402916224663386,0.9997643618706791
H,1000.8923434018025,45.31563644815248,68.42362231843605,307.9794645455641,306.41690135518087,0,1,0,0,0,4749.676916113446,-1.56256319038323,0.9968980138998962
H,1857.063520027878,64.52355912704418,112.62120124710447,296.0784878117686,306.7199621947398,0,0,1,0,0,12547.976362884056,10.64147438297124,0.9885894238942114
L,1826.7780114177713,49.71804727341279,276.14711412997394,298.99458334591657,307.31790527456025,1,0,1,1,0,9511.049815698414,8.32332192864368,0.7697012458815242
H,1349.5803486409368,75.78735621580917,169.12088316393724,295.33247732928663,303.9992612857705,0,0,1,1,0,10710.854533460302,8.666783956483869,0.9990327292145178
H,1726.9966934887225,78.56348399868574,274.4566038845643,307.23620467408705,306.86976817797444,1,1,1,1,0,14208.258784265769,-0.36643649611261253,0.9998470111930629
L,1073.6194205490892,40.70070082200702,62.249593590005674,303.04690388379487,310.66230117431786,0,1,0,0,0,4575.945719264124,7.615397290522992,0.9819929604511825
M,1162.7268190368643,26.706019340655644,225.181851898939,303.3562154295171,302.01501979881823,0,1,0,0,0,3251.7374069418984,-1.3411956306988486,0.9752896852111231
L,2762.4773775719777,62.63925359185322,203.04855101114185,303.6190076333035,307.0753738839398,0,0,1,1,0,18120.65626467081,3.456366250636279,0.9990744401288123
L,1640.6299184024301,71.07796160352969,269.523339594318,308.80312237859,302.62419505067913,1,1,1,1,0,12211.646093672625,-6.178927327910856,0.9999031489732328
H,1206.006186759001,71.18836897962832,90.4830312012751,306.9190616330433,303.33048423589554,0,1,1,0,0,8990.569372926819,-3.5885773971477875,0.998534247806156
L,1296.791858656525,79.65479237679637,152.64846458993384,299.87801832144874,306.490406072065,0,1,1,1,0,10817.09896977175,6.6123877506162785,0.9995613000360121
H,1009.1364717287454,20.57065232910599,227.06919467858273,297.2657541487049,305.4124535392751,0,1,0,0,0,2173.8350387025885,8.146699390570177,0.9948744752819273
H,2195.6149156502374,62.56712736255476,185.4273430884794,308.31412610454333,306.36884914794257,0,1,1,0,0,14385.70022791088,-1.9452769566007646,0.9865926570079993
M,1251.2938237724816,67.9969126292059,237.6030688995784,307.01821169479973,304.25114369345556,0,1,1,1,0,8909.987876760992,-2.767068001344171,0.9972473095356571
M,1506.555232583754,65.93757875319145,264.610004239812,304.13719570533715,306.5912698801379,1,1,1,1,0,10402.71431565133,2.4540741748007235,0.999654727137455
M,1038.1279216519426,48.586318231956064,28.82745680644176,300.05198224183704,305.9067979153498,0,1,0,0,0,5281.940205247798,5.854815673512746,0.9710225639417487
M,1836.1884804680935,62.68842418161339,23.802655912232765,305.0706829881536,307.9408341402013,0,1,1,0,0,12054.056684719,2.870151152047697,0.9497082291553959
H,2571.4099046209103,63.17389963014731,11.337159060770862,301.20730776862496,302.5919210137965,0,0,1,0,0,17011.30442098935,1.384613245171522,0.9758562529728267
M,2464.9202195765088,59.70766651812177,85.95833253607006,300.1157416885476,303.08644820417464,0,0,1,0,0,15412.091680921667,2.9707065156270573,0.9666926268942204
M,2207.201310598829,77.9266073623223,196.09778467390697,295.0842044646124,301.2246549646519,0,0,1,1,0,18011.767501447346,6.140450500039492,0.9997683606966176
M,2011.9077966874863,61.973954335716655,9.154520985398289,309.86459955857663,302.917489324355,0,1,1,0,0,13057.075021497501,-6.947110234221611,0.9266956959589899
H,1056.3594875825395,62.138833622991164,218.8060265246429,306.64372489789076,307.15696789244333,0,1,0,1,0,6873.903837538873,0.51324299455257,0.999111170764049
M,1138.0021876443698,55.263445021276915,212.3369867726858,302.84461638754686,308.99429975894583,0,1,0,0,0,6585.817161274629,6.1496833713989645,0.9960483607127499
L,2634.8953949601073,72.11567903712188,259.03419273166367,298.34774212246015,301.8516512509325,0,0,1,1,0,19898.56204566834,3.503909128472344,0.9999537536482392
L,1192.7904479033377,75.14808568365372,75.4801860159961,309.9764527841648,314.9496966836752,0,1,1,0,0,9386.651464743632,4.973243899510408,0.9988012708410638
M,1359.3379733635588,49.398804998106755,43.31760603083258,306.8078909146468,311.28570350770934,0,1,0,0,0,7031.897152987593,4.477812593062538,0.9946107955726003
M,1259.3613185758145,63.43149576155572,260.7490933437751,296.53686353764573,308.9096003032191,0,0,0,1,0,8365.346224840452,12.372736765573393,0.9987739251283106
L,1351.685342367895,77.17703470828779,266.31043614161786,304.8504369688748,310.17488112544316,0,1,1,1,0,10924.267106842493,5.324444156568347,0.9999247348311857
L,1643.2171688008943,51.996845748718115,219.38699435591298,299.2037915192009,312.0540341089105,0,0,0,1,0,8947.476800270406,12.850242589709637,0.5150051911302316
M,1266.9758716434778,59.55724732829354,241.6399574522844,297.575849799145,303.1799817632241,0,1,0,1,0,7901.900906598717,5.604131964079102,0.9907804175790569
L,2559.9472750833056,74.23793014654564,35.6181836823632,300.21902024423656,306.74265609050957,0,0,1,0,0,19901.48544289354,6.5236358462730095,0.9996273345767624
M,1786.8541021980213,61.15988090068967,135.017592929826,300.79316013777384,300.58297804335587,0,1,1,0,0,11444.171107128794,-0.21018209441797353,0.8487243621725608
L,2245.951604964941,74.04244256547841,189.11401451662127,296.43059924030115,314.1601175148786,0,0,1,1,0,17414.44945460499,17.729518274577458,0.9998624010704337
M,1209.1496630411716,39.01657650902884,10.959038121169513,299.461005361973,304.0874993925809,0,1,0,0,0,4940.351356400389,4.626494030607944,0.9156259573365105
L,2073.5832708440785,71.2628884395302,84.45579181340052,307.41034245725876,305.3996112397378,0,1,1,0,0,15474.389341347302,-2.01073121752097,0.9987464395207151
M,1702.321247592342,73.88345666564422,245.92769951095622,305.9888901847,311.3727520176891,0,1,1,1,0,13170.957358083566,5.383861832989112,0.9999474825993576
H,1146.7074253240503,23.63876652709122,42.16453500716656,306.9238184277328,300.6585964127688,0,1,0,0,0,2838.6121280637617,-6.2652220149639675,0.991056325428112
L,2700.3930513903374,75.92350627555376,81.5040976852565,309.46340971873553,307.49062443763916,0,1,1,0,0,21469.99068965104,-1.9727852810963782,0.9998481272261167
H,1324.8843600456526,59.13456375349473,80.44092579167682,307.71443688123423,305.2593059677248,0,1,0,0,0,8204.421964857522,-2.4551309135094357,0.9971702285459962
L,1561.3760543135988,71.00448387486935,10.410785073326409,300.19030667614004,309.8014831764891,0,0,1,0,0,11609.724326637708,9.611176500349075,0.9998419552402937
M,1785.8268629451761,56.84535479787323,235.67423480183658,297.0789080257305,310.44934168150485,0,0,1,1,0,10630.726642807507,13.37043365577432,0.9642943634197609
L,1750.7211702913435,64.305593568431,154.5355968837574,309.88993662771924,306.1952727518907,0,1,1,0,0,11789.47192814061,-3.694663875828553,0.9785275535752425
M,2495.6019992129395,78.25269536670365,208.25455888611498,307.8622642725891,313.95650499676793,0,0,1,1,0,20450.467869769374,6.09424072417886,0.9999690186741913
H,2579.814475151945,70.128164548177,53.697221103763326,304.0224733927991,304.16135862436886,0,0,1,0,0,18945.65242550708,0.13888523156975907,0.9986948582983031
L,2505.297420120187,53.661625467022745,252.87233753472157,301.373865900392,311.19229899917764,0,0,1,1,0,14078.349189188522,9.818433098785647,0.9940128421487056
M,1089.192907605299,46.27129111766149,19.66182884481109,309.91245987272515,305.65267936047985,0,1,0,0,0,5277.7041387060135,-4.2597805122453,0.9903433720941899
L,2055.4112727345064,78.75001654127104,216.9466930494546,301.0010926264765,304.75653562589525,0,0,1,1,0,16950.324066015968,3.755442999418733,0.9994561377184356
M,2029.0047212747218,66.35643235697684,80.80888758210828,295.51568384189665,312.77627902603376,0,0,1,0,0,14099.207552470176,17.260595184137117,0.9907600280802005
M,1125.117095199011,43.965311906792095,12.98159796264001,300.18972499815163,307.76783037941715,0,1,0,0,0,5180.080394311818,7.578105381265516,0.9461323088996346
H,1093.3097017832074,73.34507914000469,260.6278248437099,302.22400663304467,303.9151970487693,1,1,0,1,0,8397.360568261203,1.691190415724634,0.9996358973785134
L,2599.221537098618,75.21627756394369,164.52967275841124,307.84222734274033,304.7675821893056,0,1,1,1,0,20473.106771148898,-3.0746451534347443,0.9999390225320789
H,2615.8652328730227,62.719100285780236,162.96611059956103,304.0192165284637,310.1355022017786,0,0,1,0,0,17180.81666073029,6.116285673314906,0.9989191102247972
H,1950.9452704110486,60.64625620355857,74.30366895131375,298.9050539796239,314.65096338396904,0,0,1,0,0,12390.182423274711,15.745909404345127,0.6974757508363827
M,2237.358611543458,77.60374306428965,49.954848587991584,295.8040221869923,305.8225360294832,0,0,1,0,0,18182.21910672322,10.018513842490904,0.9998864496996267
M,1180.2129715425176,58.01848961851863,25.35664756996953,304.3235490008855,311.3597044522114,0,1,0,0,0,7170.598737184043,7.036155451325897,0.9961092406941834
M,1801.1321977570647,70.45702602494401,90.7984722357578,308.1698412323097,302.14513018911737,0,1,1,0,0,13289.19015084787,-6.024711043192326,0.9992936110893086
M,2714.889397969954,76.58904393195954,45.70747411823393,296.08899276211605,305.39071665329936,0,0,1,0,0,21774.46071650585,9.301723891183315,0.9999056858886721
H,1074.1378459525306,38.31140968399714,19.09191739504228,304.31977897952265,305.6277706872094,0,1,0,0,0,4309.399619632799,1.3079917076867673,0.9740908641059288
M,1565.260317888781,70.9736390964484,235.08617870068645,296.7167420771164,314.88631796234074,0,0,1,1,0,11633.550167701072,18.169575885224333,0.9999336004240696
H,1626.851162381568,73.13887615256002,269.777394320204,306.08990923650555,308.4514809599518,1,1,1,1,0,12460.19166108796,2.361571723446275,0.9999300303325146
L,2696.8740103084774,68.69711714401127,274.6862303718859,300.30017821396893,302.5271413167515,0,0,1,1,0,19401.164070016595,2.2269631027825767,0.9999063663976537
L,2212.199166927593,77.66893575695845,183.56536774766627,306.20718002850305,311.013909823492,0,0,1,1,0,17992.859834131217,4.806729794988939,0.9997992148963399
L,1245.0388279317758,46.67291491437811,114.14903113936026,309.9222481038389,302.65773954889835,0,1,0,0,0,6085.222169066259,-7.264508554940562,0.995300418772137
L,1826.5266093120986,66.78412860545623,246.0781613594699,297.281486275459,314.7186534828935,0,0,1,1,0,12774.028629777322,17.437167207434527,0.9998500717550416
H,2287.8382665175814,76.26604804620013,159.06547762271333,306.7957446607512,303.74974164874567,0,1,1,0,0,18271.96187631849,-3.046003012005542,0.999934995722281
L,1008.4549540469538,49.711184077721114,269.47251005864047,298.32303894874946,314.01544035124033,0,0,0,1,0,5249.757341369768,15.692401402490873,0.9537302781291281
L,1745.2574406904646,75.06004699099806,25.151946228211703,296.3552901801654,313.35299221887,0,0,1,0,0,13718.194249861386,16.997702038704574,0.9991321272809318
H,1051.0895770063255,46.07709809934669,225.49590451193112,295.3741246150068,302.33855146395325,0,1,0,0,0,5071.698958894138,6.964426848946459,0.9915919040165544
M,2504.3297981370306,69.39440502581643,73.81760018262955,295.80074222078747,304.51915910201313,0,0,1,0,0,18198.87724440104,8.718416881225664,0.9995356508269041
